application_id,submission_date,decision_date,visa_type,applicant_country,processing_office,status,processing_days,submission_month,submission_quarter,is_peak_season,country_avg_days,office_avg_days,status_binary
224,2024-03-14,2024-04-14,Work,Brazil,Mumbai,Certified,31,3,1,0,40.990338164251206,41.49626865671642,1.0
225,2024-09-20,2024-10-28,Business,India,Berlin,Certified,38,9,3,1,41.64736842105263,42.0548523206751,1.0
226,2024-04-21,2024-05-28,Tourist,Japan,Tokyo,Certified,37,4,2,0,43.073170731707314,41.72289156626506,1.0
227,2024-10-22,2024-11-29,Work,Germany,Tokyo,Certified,38,10,4,0,41.94634146341463,41.72289156626506,1.0
228,2024-07-30,2024-09-22,Business,India,Delhi,Denied,54,7,3,1,41.64736842105263,42.42922374429224,0.0
229,2024-07-18,2024-09-10,Tourist,Nepal,Tokyo,Denied,54,7,3,1,41.83756345177665,41.72289156626506,0.0
230,2024-03-05,2024-04-14,Student,India,Mumbai,Certified,40,3,1,0,41.64736842105263,41.49626865671642,1.0
231,2024-06-18,2024-07-25,Student,Japan,SaoPaulo,Certified,37,6,2,1,43.073170731707314,41.93832599118943,1.0
232,2024-11-08,2024-12-12,Work,India,Tokyo,Certified,34,11,4,0,41.64736842105263,41.72289156626506,1.0
233,2024-01-08,2024-02-14,Business,Germany,SaoPaulo,Certified,37,1,1,0,41.94634146341463,41.93832599118943,1.0
234,2024-10-03,2024-11-06,Business,Nigeria,Tokyo,Certified,34,10,4,0,41.93877551020408,41.72289156626506,1.0
235,2024-06-28,2024-08-05,Business,Nigeria,Berlin,Certified,38,6,2,1,41.93877551020408,42.0548523206751,1.0
236,2024-09-19,2024-11-07,Student,Germany,Delhi,Denied,49,9,3,1,41.94634146341463,42.42922374429224,0.0
237,2024-08-30,2024-10-13,Work,Japan,Mumbai,Certified,44,8,3,1,43.073170731707314,41.49626865671642,1.0
238,2024-06-06,2024-07-24,Tourist,India,SaoPaulo,Denied,48,6,2,1,41.64736842105263,41.93832599118943,0.0
239,2024-04-22,2024-06-04,Student,India,Mumbai,Certified,43,4,2,0,41.64736842105263,41.49626865671642,1.0
240,2024-08-16,2024-10-04,Tourist,India,Delhi,Denied,49,8,3,1,41.64736842105263,42.42922374429224,0.0
241,2024-02-21,2024-04-01,Tourist,Germany,Mumbai,Certified,40,2,1,0,41.94634146341463,41.49626865671642,1.0
242,2024-08-01,2024-09-22,Business,Nigeria,Berlin,Denied,52,8,3,1,41.93877551020408,42.0548523206751,0.0
243,2024-02-04,2024-03-01,Business,India,Tokyo,Certified,26,2,1,0,41.64736842105263,41.72289156626506,1.0
244,2024-08-25,2024-09-30,Work,Nepal,SaoPaulo,Certified,36,8,3,1,41.83756345177665,41.93832599118943,1.0
245,2024-08-17,2024-10-06,Tourist,Nigeria,SaoPaulo,Denied,50,8,3,1,41.93877551020408,41.93832599118943,0.0
246,2024-01-31,2024-03-07,Tourist,Germany,Berlin,Certified,36,1,1,0,41.94634146341463,42.0548523206751,1.0
247,2024-10-03,2024-10-31,Tourist,Brazil,Berlin,Certified,28,10,4,0,40.990338164251206,42.0548523206751,1.0
248,2024-05-31,2024-07-01,Work,Japan,SaoPaulo,Certified,31,5,2,0,43.073170731707314,41.93832599118943,1.0
249,2024-10-14,2024-11-21,Tourist,Japan,Delhi,Certified,38,10,4,0,43.073170731707314,42.42922374429224,1.0
250,2024-01-16,2024-02-22,Student,Germany,Berlin,Certified,37,1,1,0,41.94634146341463,42.0548523206751,1.0
251,2024-03-06,2024-04-10,Business,Brazil,Berlin,Certified,35,3,1,0,40.990338164251206,42.0548523206751,1.0
252,2024-06-29,2024-08-19,Business,Japan,Tokyo,Denied,51,6,2,1,43.073170731707314,41.72289156626506,0.0
253,2024-03-09,2024-04-07,Business,Germany,SaoPaulo,Certified,29,3,1,0,41.94634146341463,41.93832599118943,1.0
254,2024-04-30,2024-06-06,Student,Nigeria,Tokyo,Certified,37,4,2,0,41.93877551020408,41.72289156626506,1.0
255,2024-08-29,2024-10-24,Work,Brazil,Tokyo,Denied,56,8,3,1,40.990338164251206,41.72289156626506,0.0
256,2024-02-22,2024-03-27,Tourist,Germany,Tokyo,Certified,34,2,1,0,41.94634146341463,41.72289156626506,1.0
257,2024-09-04,2024-10-26,Business,Nigeria,Berlin,Denied,52,9,3,1,41.93877551020408,42.0548523206751,0.0
258,2024-02-07,2024-03-16,Tourist,Nepal,Mumbai,Certified,38,2,1,0,41.83756345177665,41.49626865671642,1.0
259,2024-03-04,2024-04-06,Work,Japan,Mumbai,Certified,33,3,1,0,43.073170731707314,41.49626865671642,1.0
260,2024-08-02,2024-09-14,Work,India,Tokyo,Certified,43,8,3,1,41.64736842105263,41.72289156626506,1.0
261,2024-10-16,2024-12-02,Business,Germany,Tokyo,Denied,47,10,4,0,41.94634146341463,41.72289156626506,0.0
262,2024-03-03,2024-04-24,Student,Nigeria,Mumbai,Denied,52,3,1,0,41.93877551020408,41.49626865671642,0.0
263,2024-04-19,2024-05-22,Tourist,Nigeria,SaoPaulo,Certified,33,4,2,0,41.93877551020408,41.93832599118943,1.0
264,2024-12-03,2025-01-27,Business,India,SaoPaulo,Denied,55,12,4,1,41.64736842105263,41.93832599118943,0.0
265,2024-12-27,2025-02-06,Work,Brazil,Tokyo,Certified,41,12,4,1,40.990338164251206,41.72289156626506,1.0
266,2024-07-31,2024-09-29,Student,Japan,Mumbai,Denied,60,7,3,1,43.073170731707314,41.49626865671642,0.0
267,2024-06-12,2024-08-01,Student,Nepal,SaoPaulo,Denied,50,6,2,1,41.83756345177665,41.93832599118943,0.0
268,2024-05-06,2024-06-21,Student,Germany,Mumbai,Denied,46,5,2,0,41.94634146341463,41.49626865671642,0.0
269,2024-08-11,2024-09-23,Student,Japan,Berlin,Certified,43,8,3,1,43.073170731707314,42.0548523206751,1.0
270,2024-08-03,2024-10-07,Student,Japan,SaoPaulo,Denied,65,8,3,1,43.073170731707314,41.93832599118943,0.0
271,2024-04-17,2024-05-26,Student,Nigeria,Berlin,Certified,39,4,2,0,41.93877551020408,42.0548523206751,1.0
272,2024-01-09,2024-02-08,Student,Nepal,Mumbai,Certified,30,1,1,0,41.83756345177665,41.49626865671642,1.0
273,2024-02-25,2024-04-05,Tourist,Germany,Delhi,Certified,40,2,1,0,41.94634146341463,42.42922374429224,1.0
274,2024-12-15,2025-01-28,Business,Brazil,Mumbai,Certified,44,12,4,1,40.990338164251206,41.49626865671642,1.0
275,2024-06-01,2024-07-10,Tourist,Nigeria,Tokyo,Certified,39,6,2,1,41.93877551020408,41.72289156626506,1.0
276,2024-06-25,2024-08-12,Tourist,Germany,Tokyo,Denied,48,6,2,1,41.94634146341463,41.72289156626506,0.0
277,2024-06-19,2024-08-04,Tourist,Germany,Mumbai,Denied,46,6,2,1,41.94634146341463,41.49626865671642,0.0
278,2024-10-12,2024-11-24,Business,Nepal,Delhi,Certified,43,10,4,0,41.83756345177665,42.42922374429224,1.0
279,2024-01-24,2024-03-09,Student,Germany,Tokyo,Denied,45,1,1,0,41.94634146341463,41.72289156626506,0.0
280,2024-01-31,2024-03-19,Student,Nigeria,Delhi,Denied,48,1,1,0,41.93877551020408,42.42922374429224,0.0
281,2024-04-10,2024-05-17,Student,Japan,Delhi,Certified,37,4,2,0,43.073170731707314,42.42922374429224,1.0
282,2024-06-26,2024-08-06,Tourist,Nigeria,Berlin,Certified,41,6,2,1,41.93877551020408,42.0548523206751,1.0
283,2024-09-01,2024-10-21,Student,Japan,Berlin,Denied,50,9,3,1,43.073170731707314,42.0548523206751,0.0
284,2024-06-28,2024-08-07,Tourist,Japan,Mumbai,Certified,40,6,2,1,43.073170731707314,41.49626865671642,1.0
285,2024-06-10,2024-07-19,Business,Japan,Mumbai,Certified,39,6,2,1,43.073170731707314,41.49626865671642,1.0
286,2024-12-08,2025-01-26,Tourist,Germany,Mumbai,Denied,49,12,4,1,41.94634146341463,41.49626865671642,0.0
287,2024-02-28,2024-04-05,Student,Nigeria,Mumbai,Certified,37,2,1,0,41.93877551020408,41.49626865671642,1.0
288,2024-07-27,2024-09-03,Business,India,Delhi,Certified,38,7,3,1,41.64736842105263,42.42922374429224,1.0
289,2024-07-16,2024-09-05,Business,Brazil,Delhi,Denied,51,7,3,1,40.990338164251206,42.42922374429224,0.0
290,2024-06-21,2024-07-24,Work,Brazil,Mumbai,Certified,33,6,2,1,40.990338164251206,41.49626865671642,1.0
291,2024-10-21,2024-11-26,Tourist,Germany,Delhi,Certified,36,10,4,0,41.94634146341463,42.42922374429224,1.0
292,2024-04-07,2024-05-11,Student,Nigeria,Mumbai,Certified,34,4,2,0,41.93877551020408,41.49626865671642,1.0
293,2024-12-14,2025-02-02,Tourist,Brazil,Berlin,Denied,50,12,4,1,40.990338164251206,42.0548523206751,0.0
294,2024-05-01,2024-06-17,Work,India,Delhi,Denied,47,5,2,0,41.64736842105263,42.42922374429224,0.0
295,2024-07-17,2024-08-21,Student,Germany,Tokyo,Certified,35,7,3,1,41.94634146341463,41.72289156626506,1.0
296,2024-07-09,2024-09-02,Work,Brazil,Tokyo,Denied,55,7,3,1,40.990338164251206,41.72289156626506,0.0
297,2024-11-06,2024-12-19,Work,India,Berlin,Certified,43,11,4,0,41.64736842105263,42.0548523206751,1.0
298,2024-06-09,2024-07-12,Business,Nepal,Tokyo,Certified,33,6,2,1,41.83756345177665,41.72289156626506,1.0
299,2024-04-13,2024-05-17,Student,Japan,SaoPaulo,Certified,34,4,2,0,43.073170731707314,41.93832599118943,1.0
300,2024-01-08,2024-02-20,Business,India,Delhi,Certified,43,1,1,0,41.64736842105263,42.42922374429224,1.0
301,2024-05-12,2024-06-20,Student,Brazil,Delhi,Certified,39,5,2,0,40.990338164251206,42.42922374429224,1.0
302,2024-10-28,2024-12-01,Work,Nigeria,Mumbai,Certified,34,10,4,0,41.93877551020408,41.49626865671642,1.0
303,2024-01-04,2024-02-10,Work,India,Tokyo,Certified,37,1,1,0,41.64736842105263,41.72289156626506,1.0
304,2024-11-23,2025-01-01,Business,India,SaoPaulo,Certified,39,11,4,0,41.64736842105263,41.93832599118943,1.0
305,2024-07-17,2024-09-09,Student,Japan,SaoPaulo,Denied,54,7,3,1,43.073170731707314,41.93832599118943,0.0
306,2024-02-21,2024-03-23,Business,Nigeria,Berlin,Certified,31,2,1,0,41.93877551020408,42.0548523206751,1.0
307,2024-04-20,2024-05-19,Student,Nepal,Berlin,Certified,29,4,2,0,41.83756345177665,42.0548523206751,1.0
308,2024-07-21,2024-09-02,Student,Nepal,Berlin,Certified,43,7,3,1,41.83756345177665,42.0548523206751,1.0
309,2024-04-25,2024-06-02,Student,Brazil,Delhi,Certified,38,4,2,0,40.990338164251206,42.42922374429224,1.0
310,2024-02-09,2024-04-02,Work,Germany,Berlin,Denied,53,2,1,0,41.94634146341463,42.0548523206751,0.0
311,2024-08-31,2024-10-15,Work,Germany,Berlin,Denied,45,8,3,1,41.94634146341463,42.0548523206751,0.0
312,2024-09-02,2024-10-04,Tourist,Nepal,Mumbai,Certified,32,9,3,1,41.83756345177665,41.49626865671642,1.0
313,2024-02-13,2024-03-14,Business,Germany,Tokyo,Certified,30,2,1,0,41.94634146341463,41.72289156626506,1.0
314,2024-04-12,2024-05-10,Business,Japan,SaoPaulo,Certified,28,4,2,0,43.073170731707314,41.93832599118943,1.0
315,2024-03-30,2024-04-27,Tourist,Nepal,Mumbai,Certified,28,3,1,0,41.83756345177665,41.49626865671642,1.0
316,2024-08-28,2024-10-13,Business,India,SaoPaulo,Denied,46,8,3,1,41.64736842105263,41.93832599118943,0.0
317,2024-09-23,2024-11-12,Work,Japan,Delhi,Denied,50,9,3,1,43.073170731707314,42.42922374429224,0.0
318,2024-09-22,2024-11-04,Tourist,Nigeria,SaoPaulo,Certified,43,9,3,1,41.93877551020408,41.93832599118943,1.0
319,2024-12-08,2025-01-25,Student,Germany,Tokyo,Denied,48,12,4,1,41.94634146341463,41.72289156626506,0.0
320,2024-10-07,2024-11-11,Business,Nepal,Mumbai,Certified,35,10,4,0,41.83756345177665,41.49626865671642,1.0
321,2024-04-27,2024-05-26,Student,Nepal,Tokyo,Certified,29,4,2,0,41.83756345177665,41.72289156626506,1.0
322,2024-02-09,2024-03-20,Business,Nepal,Mumbai,Certified,40,2,1,0,41.83756345177665,41.49626865671642,1.0
323,2024-08-12,2024-09-20,Student,Nepal,Tokyo,Certified,39,8,3,1,41.83756345177665,41.72289156626506,1.0
324,2024-11-30,2025-01-08,Tourist,Brazil,Delhi,Certified,39,11,4,0,40.990338164251206,42.42922374429224,1.0
325,2024-12-21,2025-02-07,Student,India,Mumbai,Denied,48,12,4,1,41.64736842105263,41.49626865671642,0.0
326,2024-03-25,2024-04-26,Work,Japan,Mumbai,Certified,32,3,1,0,43.073170731707314,41.49626865671642,1.0
327,2024-03-27,2024-05-22,Work,Nigeria,Delhi,Denied,56,3,1,0,41.93877551020408,42.42922374429224,0.0
328,2024-01-14,2024-02-18,Business,Japan,Mumbai,Certified,35,1,1,0,43.073170731707314,41.49626865671642,1.0
329,2024-02-21,2024-04-07,Tourist,Nigeria,Tokyo,Denied,46,2,1,0,41.93877551020408,41.72289156626506,0.0
330,2024-07-21,2024-09-04,Business,Nepal,Tokyo,Denied,45,7,3,1,41.83756345177665,41.72289156626506,0.0
331,2024-07-18,2024-08-18,Work,Nigeria,Berlin,Certified,31,7,3,1,41.93877551020408,42.0548523206751,1.0
332,2024-05-15,2024-06-18,Tourist,India,Delhi,Certified,34,5,2,0,41.64736842105263,42.42922374429224,1.0
333,2024-04-23,2024-05-20,Business,Germany,Mumbai,Certified,27,4,2,0,41.94634146341463,41.49626865671642,1.0
334,2024-10-29,2024-12-02,Student,Germany,SaoPaulo,Certified,34,10,4,0,41.94634146341463,41.93832599118943,1.0
335,2024-06-16,2024-08-06,Work,India,Mumbai,Denied,51,6,2,1,41.64736842105263,41.49626865671642,0.0
336,2024-10-22,2024-11-30,Work,Nigeria,Delhi,Certified,39,10,4,0,41.93877551020408,42.42922374429224,1.0
337,2024-12-17,2025-01-30,Tourist,Nigeria,Berlin,Certified,44,12,4,1,41.93877551020408,42.0548523206751,1.0
338,2024-04-25,2024-06-05,Tourist,Nepal,Delhi,Certified,41,4,2,0,41.83756345177665,42.42922374429224,1.0
339,2024-03-14,2024-05-03,Work,India,Mumbai,Denied,50,3,1,0,41.64736842105263,41.49626865671642,0.0
340,2024-12-13,2025-02-01,Student,Germany,SaoPaulo,Denied,50,12,4,1,41.94634146341463,41.93832599118943,0.0
341,2024-08-19,2024-10-09,Tourist,Nepal,Mumbai,Denied,51,8,3,1,41.83756345177665,41.49626865671642,0.0
342,2024-04-16,2024-06-08,Tourist,Nigeria,Tokyo,Denied,53,4,2,0,41.93877551020408,41.72289156626506,0.0
343,2024-08-14,2024-09-18,Business,Nepal,Berlin,Certified,35,8,3,1,41.83756345177665,42.0548523206751,1.0
344,2024-07-06,2024-08-12,Tourist,Nigeria,Mumbai,Certified,37,7,3,1,41.93877551020408,41.49626865671642,1.0
345,2024-11-26,2025-01-02,Tourist,India,Tokyo,Certified,37,11,4,0,41.64736842105263,41.72289156626506,1.0
346,2024-04-03,2024-05-18,Work,Brazil,Berlin,Denied,45,4,2,0,40.990338164251206,42.0548523206751,0.0
347,2024-12-27,2025-02-08,Tourist,Nigeria,Mumbai,Certified,43,12,4,1,41.93877551020408,41.49626865671642,1.0
348,2024-12-07,2025-01-17,Work,Brazil,Mumbai,Certified,41,12,4,1,40.990338164251206,41.49626865671642,1.0
349,2024-03-06,2024-04-22,Work,Nigeria,SaoPaulo,Denied,47,3,1,0,41.93877551020408,41.93832599118943,0.0
350,2024-03-01,2024-04-07,Work,Nepal,Delhi,Certified,37,3,1,0,41.83756345177665,42.42922374429224,1.0
351,2024-07-13,2024-09-05,Student,Brazil,SaoPaulo,Denied,54,7,3,1,40.990338164251206,41.93832599118943,0.0
352,2024-01-17,2024-02-23,Business,Germany,Berlin,Certified,37,1,1,0,41.94634146341463,42.0548523206751,1.0
353,2024-04-19,2024-05-25,Work,Brazil,SaoPaulo,Certified,36,4,2,0,40.990338164251206,41.93832599118943,1.0
354,2024-06-07,2024-07-23,Student,India,Mumbai,Denied,46,6,2,1,41.64736842105263,41.49626865671642,0.0
355,2024-12-19,2025-02-09,Tourist,Japan,Berlin,Denied,52,12,4,1,43.073170731707314,42.0548523206751,0.0
356,2024-12-28,2025-02-20,Student,Germany,Tokyo,Denied,54,12,4,1,41.94634146341463,41.72289156626506,0.0
357,2024-02-25,2024-04-16,Tourist,Germany,Mumbai,Denied,51,2,1,0,41.94634146341463,41.49626865671642,0.0
358,2024-11-21,2025-01-01,Tourist,Germany,Mumbai,Certified,41,11,4,0,41.94634146341463,41.49626865671642,1.0
359,2024-02-03,2024-03-13,Student,Germany,Berlin,Certified,39,2,1,0,41.94634146341463,42.0548523206751,1.0
360,2024-09-30,2024-11-16,Tourist,Germany,Tokyo,Denied,47,9,3,1,41.94634146341463,41.72289156626506,0.0
361,2024-11-04,2024-12-16,Tourist,Nigeria,Mumbai,Certified,42,11,4,0,41.93877551020408,41.49626865671642,1.0
362,2024-11-21,2025-01-06,Student,India,Tokyo,Denied,46,11,4,0,41.64736842105263,41.72289156626506,0.0
363,2024-03-22,2024-05-08,Work,Nigeria,Tokyo,Denied,47,3,1,0,41.93877551020408,41.72289156626506,0.0
364,2024-11-22,2024-12-31,Tourist,Nepal,Delhi,Certified,39,11,4,0,41.83756345177665,42.42922374429224,1.0
365,2024-02-12,2024-03-25,Student,Germany,SaoPaulo,Certified,42,2,1,0,41.94634146341463,41.93832599118943,1.0
366,2024-07-08,2024-08-20,Tourist,Brazil,Delhi,Certified,43,7,3,1,40.990338164251206,42.42922374429224,1.0
367,2024-06-20,2024-08-10,Tourist,Japan,Tokyo,Denied,51,6,2,1,43.073170731707314,41.72289156626506,0.0
368,2024-04-25,2024-06-03,Tourist,Nigeria,Berlin,Certified,39,4,2,0,41.93877551020408,42.0548523206751,1.0
369,2024-01-09,2024-02-12,Student,Nigeria,Tokyo,Certified,34,1,1,0,41.93877551020408,41.72289156626506,1.0
370,2024-10-08,2024-11-24,Work,Japan,Tokyo,Denied,47,10,4,0,43.073170731707314,41.72289156626506,0.0
371,2024-05-02,2024-05-23,Business,Brazil,Tokyo,Certified,21,5,2,0,40.990338164251206,41.72289156626506,1.0
372,2024-08-29,2024-10-09,Work,Brazil,Tokyo,Certified,41,8,3,1,40.990338164251206,41.72289156626506,1.0
373,2024-05-29,2024-06-15,Work,Brazil,SaoPaulo,Certified,17,5,2,0,40.990338164251206,41.93832599118943,1.0
374,2024-05-16,2024-06-13,Business,Japan,Tokyo,Certified,28,5,2,0,43.073170731707314,41.72289156626506,1.0
375,2024-11-19,2024-12-24,Student,Germany,SaoPaulo,Certified,35,11,4,0,41.94634146341463,41.93832599118943,1.0
376,2024-02-04,2024-03-14,Business,India,Berlin,Certified,39,2,1,0,41.64736842105263,42.0548523206751,1.0
377,2024-09-25,2024-11-02,Business,Brazil,Mumbai,Certified,38,9,3,1,40.990338164251206,41.49626865671642,1.0
378,2024-09-29,2024-11-06,Work,Brazil,Mumbai,Certified,38,9,3,1,40.990338164251206,41.49626865671642,1.0
379,2024-05-18,2024-07-07,Business,Nigeria,Tokyo,Denied,50,5,2,0,41.93877551020408,41.72289156626506,0.0
380,2024-04-05,2024-05-09,Tourist,India,Berlin,Certified,34,4,2,0,41.64736842105263,42.0548523206751,1.0
381,2024-01-02,2024-03-01,Business,Germany,Delhi,Denied,59,1,1,0,41.94634146341463,42.42922374429224,0.0
382,2024-12-07,2025-01-16,Work,Germany,Mumbai,Certified,40,12,4,1,41.94634146341463,41.49626865671642,1.0
383,2024-12-11,2025-01-27,Tourist,Nepal,SaoPaulo,Denied,47,12,4,1,41.83756345177665,41.93832599118943,0.0
384,2024-03-28,2024-05-20,Tourist,India,Tokyo,Denied,53,3,1,0,41.64736842105263,41.72289156626506,0.0
385,2024-01-12,2024-02-15,Work,Nigeria,Tokyo,Certified,34,1,1,0,41.93877551020408,41.72289156626506,1.0
386,2024-02-14,2024-03-20,Student,Nepal,Delhi,Certified,35,2,1,0,41.83756345177665,42.42922374429224,1.0
387,2024-01-25,2024-03-03,Student,Japan,Delhi,Certified,38,1,1,0,43.073170731707314,42.42922374429224,1.0
388,2024-10-30,2024-12-10,Student,Germany,Mumbai,Certified,41,10,4,0,41.94634146341463,41.49626865671642,1.0
389,2024-11-21,2024-12-23,Business,Japan,SaoPaulo,Certified,32,11,4,0,43.073170731707314,41.93832599118943,1.0
390,2024-02-25,2024-03-30,Student,Nigeria,Berlin,Certified,34,2,1,0,41.93877551020408,42.0548523206751,1.0
391,2024-09-29,2024-11-16,Tourist,Japan,Tokyo,Denied,48,9,3,1,43.073170731707314,41.72289156626506,0.0
392,2024-03-06,2024-04-14,Student,India,Berlin,Certified,39,3,1,0,41.64736842105263,42.0548523206751,1.0
393,2024-05-14,2024-06-23,Tourist,Nepal,Berlin,Certified,40,5,2,0,41.83756345177665,42.0548523206751,1.0
394,2024-08-06,2024-09-18,Work,India,Tokyo,Certified,43,8,3,1,41.64736842105263,41.72289156626506,1.0
395,2024-09-19,2024-11-02,Business,Germany,SaoPaulo,Certified,44,9,3,1,41.94634146341463,41.93832599118943,1.0
396,2024-11-15,2024-12-25,Business,Nigeria,Berlin,Certified,40,11,4,0,41.93877551020408,42.0548523206751,1.0
397,2024-01-17,2024-02-29,Work,Nepal,Berlin,Certified,43,1,1,0,41.83756345177665,42.0548523206751,1.0
398,2024-03-12,2024-04-12,Business,Nepal,SaoPaulo,Certified,31,3,1,0,41.83756345177665,41.93832599118943,1.0
399,2024-04-12,2024-05-14,Student,Nigeria,Mumbai,Certified,32,4,2,0,41.93877551020408,41.49626865671642,1.0
400,2024-04-23,2024-06-02,Work,Nepal,SaoPaulo,Certified,40,4,2,0,41.83756345177665,41.93832599118943,1.0
401,2024-12-30,2025-02-13,Tourist,Nigeria,Berlin,Denied,45,12,4,1,41.93877551020408,42.0548523206751,0.0
402,2024-10-10,2024-11-01,Work,Nigeria,SaoPaulo,Certified,22,10,4,0,41.93877551020408,41.93832599118943,1.0
403,2024-04-26,2024-06-15,Work,Nepal,Berlin,Denied,50,4,2,0,41.83756345177665,42.0548523206751,0.0
404,2024-12-20,2025-02-04,Tourist,Nepal,Tokyo,Denied,46,12,4,1,41.83756345177665,41.72289156626506,0.0
405,2024-07-01,2024-08-08,Work,Brazil,Mumbai,Certified,38,7,3,1,40.990338164251206,41.49626865671642,1.0
406,2024-07-01,2024-08-24,Work,Nigeria,Tokyo,Denied,54,7,3,1,41.93877551020408,41.72289156626506,0.0
407,2024-06-07,2024-07-24,Student,Nepal,Mumbai,Denied,47,6,2,1,41.83756345177665,41.49626865671642,0.0
408,2024-02-22,2024-04-02,Work,Brazil,Tokyo,Certified,40,2,1,0,40.990338164251206,41.72289156626506,1.0
409,2024-12-07,2025-01-27,Student,Nigeria,Tokyo,Denied,51,12,4,1,41.93877551020408,41.72289156626506,0.0
410,2024-01-06,2024-02-10,Student,Nepal,Berlin,Certified,35,1,1,0,41.83756345177665,42.0548523206751,1.0
411,2024-03-04,2024-04-10,Tourist,Nigeria,Berlin,Certified,37,3,1,0,41.93877551020408,42.0548523206751,1.0
412,2024-03-24,2024-05-01,Student,India,Mumbai,Certified,38,3,1,0,41.64736842105263,41.49626865671642,1.0
413,2024-04-11,2024-05-16,Business,India,Tokyo,Certified,35,4,2,0,41.64736842105263,41.72289156626506,1.0
414,2024-02-18,2024-04-07,Business,Nepal,Berlin,Denied,49,2,1,0,41.83756345177665,42.0548523206751,0.0
415,2024-01-07,2024-02-28,Work,Nepal,Berlin,Denied,52,1,1,0,41.83756345177665,42.0548523206751,0.0
416,2024-09-04,2024-11-01,Work,India,Delhi,Denied,58,9,3,1,41.64736842105263,42.42922374429224,0.0
417,2024-12-19,2025-02-06,Work,Japan,Delhi,Denied,49,12,4,1,43.073170731707314,42.42922374429224,0.0
418,2024-02-14,2024-03-16,Student,Nepal,Delhi,Certified,31,2,1,0,41.83756345177665,42.42922374429224,1.0
419,2024-04-18,2024-06-01,Student,Germany,SaoPaulo,Certified,44,4,2,0,41.94634146341463,41.93832599118943,1.0
420,2024-07-03,2024-08-26,Work,Japan,SaoPaulo,Denied,54,7,3,1,43.073170731707314,41.93832599118943,0.0
421,2024-12-04,2025-01-15,Business,Germany,Delhi,Certified,42,12,4,1,41.94634146341463,42.42922374429224,1.0
422,2024-09-10,2024-10-29,Student,Germany,Delhi,Denied,49,9,3,1,41.94634146341463,42.42922374429224,0.0
423,2024-10-06,2024-11-24,Work,India,Tokyo,Denied,49,10,4,0,41.64736842105263,41.72289156626506,0.0
424,2024-07-31,2024-09-22,Student,Brazil,Berlin,Denied,53,7,3,1,40.990338164251206,42.0548523206751,0.0
425,2024-06-01,2024-07-18,Student,Germany,Mumbai,Denied,47,6,2,1,41.94634146341463,41.49626865671642,0.0
426,2024-03-13,2024-04-18,Student,Nigeria,Tokyo,Certified,36,3,1,0,41.93877551020408,41.72289156626506,1.0
427,2024-11-11,2024-12-16,Tourist,India,Mumbai,Certified,35,11,4,0,41.64736842105263,41.49626865671642,1.0
428,2024-10-20,2024-11-25,Student,Nigeria,Delhi,Certified,36,10,4,0,41.93877551020408,42.42922374429224,1.0
429,2024-01-10,2024-02-18,Work,Germany,Mumbai,Certified,39,1,1,0,41.94634146341463,41.49626865671642,1.0
430,2024-09-18,2024-11-09,Work,Germany,SaoPaulo,Denied,52,9,3,1,41.94634146341463,41.93832599118943,0.0
431,2024-01-31,2024-03-13,Business,Brazil,Tokyo,Certified,42,1,1,0,40.990338164251206,41.72289156626506,1.0
432,2024-09-26,2024-11-11,Tourist,Nepal,Delhi,Denied,46,9,3,1,41.83756345177665,42.42922374429224,0.0
433,2024-10-28,2024-12-07,Business,Nepal,Berlin,Certified,40,10,4,0,41.83756345177665,42.0548523206751,1.0
434,2024-02-17,2024-03-17,Business,Nepal,SaoPaulo,Certified,29,2,1,0,41.83756345177665,41.93832599118943,1.0
435,2024-06-07,2024-08-01,Student,Brazil,SaoPaulo,Denied,55,6,2,1,40.990338164251206,41.93832599118943,0.0
436,2024-02-15,2024-03-18,Student,Nepal,Tokyo,Certified,32,2,1,0,41.83756345177665,41.72289156626506,1.0
437,2024-07-26,2024-09-08,Student,Brazil,Delhi,Certified,44,7,3,1,40.990338164251206,42.42922374429224,1.0
438,2024-12-04,2025-01-16,Work,India,Mumbai,Certified,43,12,4,1,41.64736842105263,41.49626865671642,1.0
439,2024-01-30,2024-02-29,Business,Nepal,Mumbai,Certified,30,1,1,0,41.83756345177665,41.49626865671642,1.0
440,2024-05-25,2024-07-02,Work,Nepal,Delhi,Certified,38,5,2,0,41.83756345177665,42.42922374429224,1.0
441,2024-12-21,2025-02-03,Work,India,Delhi,Certified,44,12,4,1,41.64736842105263,42.42922374429224,1.0
442,2024-04-19,2024-05-28,Work,Japan,Mumbai,Certified,39,4,2,0,43.073170731707314,41.49626865671642,1.0
443,2024-02-18,2024-03-31,Tourist,Germany,Berlin,Certified,42,2,1,0,41.94634146341463,42.0548523206751,1.0
444,2024-06-27,2024-08-16,Work,Japan,Mumbai,Denied,50,6,2,1,43.073170731707314,41.49626865671642,0.0
445,2024-07-04,2024-08-22,Tourist,Nigeria,Berlin,Denied,49,7,3,1,41.93877551020408,42.0548523206751,0.0
446,2024-08-29,2024-10-17,Business,India,Mumbai,Denied,49,8,3,1,41.64736842105263,41.49626865671642,0.0
447,2024-04-24,2024-06-03,Business,Japan,Delhi,Certified,40,4,2,0,43.073170731707314,42.42922374429224,1.0
448,2024-12-14,2025-01-12,Work,Brazil,SaoPaulo,Certified,29,12,4,1,40.990338164251206,41.93832599118943,1.0
